picture,price,link,watts,score,name,keyword,brand
images10.newegg.com/ProductImage/34-332-305-07.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332305&cm_re=Lenovo_Laptop-_-34-332-305-_-Product,18.75,65,Lenovo Laptop IdeaPad 510 (80SV0058US) Intel Core i7 7th Gen 7500U (2.70 GHz) 12 GB Memory 256 GB SSD NVIDIA GeForce 940MX 15.6 IPS Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-332-318-11.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332318&cm_re=Lenovo_Laptop-_-34-332-318-_-Product,43.75,45,Lenovo Laptop IdeaPad 310 15 (80TV00W1US) Intel Core i7 7th Gen 7500U (2.70 GHz) 12 GB Memory 1 TB HDD Intel HD Graphics 620 15.6 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/NeweggImage/ProductImage/34-331-538-01.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834331538&cm_re=Lenovo_Laptop-_-34-331-538-_-Product,,,Lenovo Laptop IdeaPad 510 80SR004QUS Intel Core i7 6th Gen 6500U (2.50 GHz) 12 GB DDR4 Memory 1 TB HDD NVIDIA GeForce 940MX 15.6 Windows 10 Home 64-Bit,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/NeweggImage/ProductImage/34-332-113-Z01.jpg,,https://www.newegg.com/Product/Product.aspx?Item=9SIA6V659A2570&cm_re=Lenovo_Laptop-_-34-332-113-_-Product,Lenovo IdeaPad V310-14ISK laptop 80SX002KUS Intel Core i3 6th Gen 6100U (2.30 GHz) 6 GB Memory 1 TB HDD 14 Windows 10 Pro,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-332-445-V18.jpg,,https://www.newegg.com/Product/Product.aspx?Item=9SIA1N85AM3857&cm_re=Lenovo_Laptop-_-34-332-445-_-Product,,,Lenovo Laptop IdeaPad 310 (80ST001NUS) AMD A12-Series A12-9700P (2.50 GHz) 12 GB Memory 1 TB HDD AMD Radeon R5 Series 15.6 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-321-418-08.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834321418&cm_re=Lenovo_Laptop-_-34-321-418-_-Product,18.75,65,Lenovo Laptop ThinkPad E560 (20EV002JUS) Intel Core i7 6th Gen 6500U (2.5 GHz) 8 GB Memory 500 GB HDD AMD Radeon R7 M370 15.6 Windows 7 Professional 64-Bit (Downgrade from Windows 10 Pro),Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-332-304-33.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332304&cm_re=Lenovo_Laptop-_-34-332-304-_-Product,43.75,45,Lenovo Laptop IdeaPad 310 15 (80TV00BGUS) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 620 15.6 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/NeweggImage/ProductImage/34-331-551-01.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834331551&cm_re=Lenovo_Laptop-_-34-331-551-_-Product,,,Lenovo Laptop Ideapad 110 80UM000CUS AMD A6-Series A6-7310 (2.00 GHz) 4 GB Memory 1 TB HDD AMD Radeon R4 Series 17.3 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/A9RG_131055463552344494jrg1hndail.jpg,,https://www.newegg.com/Product/Product.aspx?Item=9SIA9RG41A5278&cm_re=Lenovo_Laptop-_-9SIA9RG41A5278-_-Product,,,Lenovo ThinkPad E560 20EV002JUS-16G 15.6 Laptop - Intel Core i7 6500U Dual-core (2 Core) 2.50 GHz 16 GB Memory 500 GB HDD Windows 7 Pro 64-bit - Graphite Black,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-319-454-08.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834319454&cm_re=Lenovo_Laptop-_-34-319-454-_-Product,Lenovo C Grade Laptop T410 Intel Core i5 1st Gen 520M (2.40 GHz) 4 GB Memory 250 GB HDD 14.1 Windows 10 Home 64-Bit,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-331-859-04.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834331859&cm_re=Lenovo_Laptop-_-34-331-859-_-Product,Lenovo Laptop - C Grade X Series X220 Intel Core i5 2nd Gen 2410M (2.30 GHz) 4 GB Memory 250 GB HDD 12.5 Windows 10 Home 64-Bit,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-331-907-04.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834331907&cm_re=Lenovo_Laptop-_-34-331-907-_-Product,85.0,12,Lenovo IdeaPad Y700 80NV00Q9US Gaming Laptop Intel Core i7 6700HQ 16 GB Memory 1 TB HDD 256 GB PCIE SSD GeForce GTX 960M 4 GB 15.6 FHD Windows 10 Home 64-Bit - ONLY @ NEWEGG,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-315-445-S01.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834315445&cm_re=Lenovo_Laptop-_-34-315-445-_-Product,,,Acer Laptop Aspire E5-553G AMD A12-Series A12-9700P (2.50 GHz) 8 GB Memory 1 TB HDD 128 GB SSD AMD Radeon R8 M445DX 15.6 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-332-313-06.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332313&cm_re=Lenovo_Laptop-_-34-332-313-_-Product,18.75,65,Lenovo Laptop IdeaPad 510s (80UV001BUS) Intel Core i7 7th Gen 7500U (2.70 GHz) 8 GB Memory 256 GB SSD AMD Radeon R7 M460 14.0 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-318-143-07.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834318143&cm_re=Lenovo_Laptop-_-34-318-143-_-Product,Lenovo Laptop T420 Intel Core i5 2.50 GHz 4 GB Memory 500 GB HDD 14.0 Windows 7 Professional 64-Bit,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-332-314-17.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332314&cm_re=Lenovo_Laptop-_-34-332-314-_-Product,18.75,65,Lenovo Laptop IdeaPad 510s (80UV001AUS) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 620 14.0 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-332-323-16.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332323&cm_re=Lenovo_Laptop-_-34-332-323-_-Product,43.75,45,Lenovo Laptop IdeaPad 710s (80VQ001VUS) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 620 13.3 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/NeweggImage/ProductImage/A0ZX_1_201608201592106103.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834331564&cm_re=Lenovo_Laptop-_-34-331-564-_-Product,,,Lenovo Laptop ideapad 310 80ST000KUS AMD A12-Series A12-9700P (2.50 GHz) 12 GB Memory 1 TB HDD 15.6 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/NeweggImage/ProductImage/34-332-452-V04.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332452&cm_re=Lenovo_Laptop-_-34-332-452-_-Product,Lenovo Grade B Laptop T440S Intel Core i7 4th Gen 4600U (2.10 GHz) 8 GB Memory 128 GB SSD Intel HD Graphics 4400 14.0 Windows 10 Pro 64-Bit,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/NeweggImage/ProductImage/34-332-456-Z01.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332456&cm_re=Lenovo_Laptop-_-34-332-456-_-Product,Lenovo Laptop IdeaPad 110s (80K2001FUS) Intel Atom Z3735F (1.33 GHz) 2 GB Memory 32 GB eMMC Intel HD Graphics 11.6 Windows 10 Home (Grade A Like New),Lenovo Laptop,Lenovo Laptop
images10.newegg.com/NeweggImage/ProductImage/34-332-444-Z01.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332444&cm_re=Lenovo_Laptop-_-34-332-444-_-Product,Lenovo Laptop T420 Intel Core i5 2nd Gen 2520M (2.50 GHz) 4 GB Memory 320 GB HDD 14.0 Windows 10 Pro 64-Bit,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-332-312-16.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332312&cm_re=Lenovo_Laptop-_-34-332-312-_-Product,43.75,45,Lenovo Laptop IdeaPad 710s (80VQ001WUS) Intel Core i7 7th Gen 7500U (2.70 GHz) 8 GB Memory 512 GB SSD Intel HD Graphics 620 13.3 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-332-322-01.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332322&cm_re=Lenovo_Laptop-_-34-332-322-_-Product,43.75,45,Lenovo Laptop IdeaPad 110 17 (80VK000EUS) Intel Core i3 7th Gen 7100U (2.40 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 620 17.3 Windows 10 Home,Lenovo Laptop,Lenovo Laptop
images10.newegg.com/ProductImage/34-332-303-24.jpg,,https://www.newegg.com/Product/Product.aspx?Item=N82E16834332303&cm_re=Lenovo_Laptop-_-34-332-303-_-Product,43.75,45,Lenovo Laptop IdeaPad 310 15 (80TW0001US) Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 620 15.6 Touchscreen Windows 10 Home,Lenovo Laptop,Lenovo Laptop
