picture,price,link,material,score,name,category,brand,keyword
http://nord.imgix.net/Zoom/9/_100425989.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,30.00,https://nordstrom.com/s/topman-swim-trunks/4597341?origin=keywordsearch-personalizedsort&fashioncolor=DARK%20BLUE,100% polyester,54.5,Swim Trunks,Men,Nordstorm,Swimwear
http://nord.imgix.net/Zoom/14/_100077474.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,125.00,https://nordstrom.com/s/ag-griffin-chino-shorts/3940931?origin=keywordsearch-personalizedsort&fashioncolor=DESERT%20STONE,96% cotton  4% elastane.,6.12,'Griffin' Chino Shorts,Men,Nordstorm,Shorts
http://nord.imgix.net/Zoom/15/_100496935.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,78.00,https://nordstrom.com/s/bonobos-stretch-washed-chino-9-inch-shorts/4427967?origin=keywordsearch-personalizedsort&fashioncolor=GLACIER%20GREY,98% cotton  2% Lycra® spandex,6.12,Stretch Washed Chino 9 Inch Shorts,Men,Nordstorm,Shorts
http://nord.imgix.net/Zoom/0/_11736740.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,60.00,https://nordstrom.com/s/hurley-dry-out-dri-fit-chino-shorts/3579125?origin=keywordsearch-personalizedsort&fashioncolor=OBSIDIAN,70% nylon  24% polyester  6% spandex.,6.12,'Dry Out' Dri-FIT™ Chino Shorts,Men,Nordstorm,Shorts
http://nord.imgix.net/Zoom/6/_12686206.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,35.00,https://nordstrom.com/s/nike-fly-dri-fit-training-shorts/4180782?origin=keywordsearch-personalizedsort&fashioncolor=OBSIDIAN%2F%20BLACK,100% polyester.,6.12,'Fly' Dri-FIT Training Shorts,Men,Nordstorm,Shorts
http://nord.imgix.net/Zoom/18/_10745498.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,29.99,https://nordstrom.com/s/under-armour-raid-heatgear-loose-fit-athletic-shorts/3813014?origin=keywordsearch-personalizedsort&fashioncolor=BLACK%2F%20GRAPHITE,90% polyester  10% elastane.,6.12,'Raid' HeatGear® Loose-Fit Athletic Shorts,Men,Nordstorm,Shorts
http://nord.imgix.net/Zoom/1/_12869701.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,84.95,https://nordstrom.com/s/travis-mathew-hefner-stretch-golf-shorts/3691705?origin=keywordsearch-personalizedsort&fashioncolor=BLACK,66% nylon  30% polyester  4% spandex.,6.12,'Hefner' Stretch Golf Shorts,Men,Nordstorm,Shorts
http://nord.imgix.net/Zoom/14/_100280594.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,178.00,https://nordstrom.com/s/ag-graduate-sud-slim-straight-leg-pants/3645155?origin=keywordsearch-personalizedsort&fashioncolor=FOREST%20BROWN,97% cotton  3% elastane,6.12,Graduate SUD Slim Straight Leg Pants,Men,Nordstorm,Casual
http://nord.imgix.net/Zoom/10/_9724830.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,98.00,https://nordstrom.com/s/bonobos-weekday-warriors-non-iron-straight-leg-cotton-pants/3302561?origin=keywordsearch-personalizedsort&fashioncolor=FRIDAY%20GREYS,100% cotton.,6.12,'Weekday Warriors' Non-Iron Straight Leg Cotton Pants,Men,Nordstorm,Casual
http://nord.imgix.net/Zoom/8/_100394388.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,88.00,https://nordstrom.com/s/bonobos-straight-fit-washed-chinos/3302523?origin=keywordsearch-personalizedsort&fashioncolor=STEELY,100% cotton.,6.12,Straight Fit Washed Chinos,Men,Nordstorm,Casual
http://nord.imgix.net/Zoom/2/_10549942.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,69.50,https://nordstrom.com/s/nordstrom-mens-shop-wrinkle-free-straight-leg-chinos/3719598?origin=keywordsearch-personalizedsort&fashioncolor=BROWN%20DEMITASSE,100% cotton.,6.12,Wrinkle Free Straight Leg Chinos,Men,Nordstorm,Casual
http://nord.imgix.net/Zoom/13/_7186973.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,178.00,https://nordstrom.com/s/ag-protege-sud-straight-leg-pants/3104115?origin=keywordsearch-personalizedsort&fashioncolor=STONE%20GREY,97% cotton  3% elastane.,6.12,'Protégé SUD' Straight Leg Pants,Men,Nordstorm,Casual
http://nord.imgix.net/Zoom/6/_100327366.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,278.00,https://nordstrom.com/s/rodd-gunn-armitage-harrington-jacket/4068421?origin=keywordsearch-personalizedsort&fashioncolor=NAVY,100% cotton.,6.12,'Armitage' Harrington Jacket,Men,Nordstorm,Casual
http://nord.imgix.net/Zoom/11/_100474651.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,35.00,https://nordstrom.com/s/topshop-spliced-band-graphic-t-shirt/4597343?origin=keywordsearch-personalizedsort&fashioncolor=BLACK%20MULTI,100% cotton,6274.5,Topshop Spliced Band Graphic T-Shirt,Men,Nordstorm,Divided
http://nord.imgix.net/Zoom/11/_100322411.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,58.00,https://nordstrom.com/s/french-connection-summer-ditsy-slim-fit-polo/4573474?origin=keywordsearch-personalizedsort&fashioncolor=MARINE%20BLUE%2F%20DIVIDED%20DOT,100% cotton,6274.5,Summer Ditsy Slim Fit Polo,Men,Nordstorm,Divided
http://nord.imgix.net/Zoom/1/_11202401.jpg?fit=fill&bg=FFF&fm=jpg&trim=color&trimcolor=FFF&trimtol=20&w=380&h=583,519.00,https://nordstrom.com/s/briggs-riley-baseline-domestic-expandable-rolling-carry-on-22-inch/4151105?origin=keywordsearch-personalizedsort&fashioncolor=OLIVE,100% ballistic nylon.,6.12,'Baseline' Domestic Expandable Rolling Carry-On (22 Inch),Women,Nordstorm,Divided
http://nord.imgix.net/Zoom/9/_7026709.jpg?fit=fill&bg=FFF&fm=jpg&trim=color&trimcolor=FFF&trimtol=20&w=380&h=583,650.00,https://nordstrom.com/s/bosca-double-compartment-leather-briefcase/3058760?origin=keywordsearch-personalizedsort&fashioncolor=AMBER,,,Double Compartment Leather Briefcase,Women,Nordstorm,Divided
http://nord.imgix.net/Zoom/15/_100276595.jpg?fit=fill&bg=FFF&fm=jpg&trim=color&trimcolor=FFF&trimtol=20&w=380&h=583,279.95,https://nordstrom.com/s/thule-subterra-22-inch-carry-on/4584031?origin=keywordsearch-personalizedsort&fashioncolor=MINERAL,,,Subterra 22-Inch Carry-On,Women,Nordstorm,Divided
http://nord.imgix.net/Zoom/10/_11034910.jpg?fit=fill&bg=FFF&fm=jpg&trim=color&trimcolor=FFF&trimtol=20&w=380&h=583,519.00,https://nordstrom.com/s/briggs-riley-baseline-wide-body-expandable-rolling-packing-case-21-inch/4152113?origin=keywordsearch-personalizedsort&fashioncolor=BLACK,100% ballistic nylon.,6.12,'Baseline' Wide Body Expandable Rolling Packing Case (21 Inch),Women,Nordstorm,Divided
http://nord.imgix.net/Zoom/15/_12029335.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,145.00,https://nordstrom.com/s/vince-linen-jersey-henley-t-shirt/4291157?origin=keywordsearch-personalizedsort&fashioncolor=H%20STEEL,100% linen.,6.12,Linen Jersey Henley T-Shirt,Men,Nordstorm,H&M Man
http://nord.imgix.net/Zoom/19/_7466099.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,80.00,https://nordstrom.com/s/helly-hansen-h-h-warm-pants-online-exclusive/3390354?origin=keywordsearch-personalizedsort&fashioncolor=BLACK,,,'H/H® Warm' Pants (Online Exclusive),Men,Nordstorm,H&M Man
http://nord.imgix.net/Zoom/1/_100274341.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,24.00,https://nordstrom.com/s/oneill-zoned-graphic-t-shirt/4570747?origin=keywordsearch-personalizedsort&fashioncolor=BURGUNDY%20H,52% cotton  48% polyester,6.12,Zoned Graphic T-Shirt,Men,Nordstorm,H&M Man
http://nord.imgix.net/Zoom/17/_13183877.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,278.00,https://nordstrom.com/s/agolde-skinny-fit-distressed-jeans-h-town-men/4474644?origin=keywordsearch-personalizedsort&fashioncolor=H-TOWN,98% cotton  2% elastane,6.12,Skinny Fit Distressed Jeans (H-Town) (Men),Men,Nordstorm,H&M Man
http://nord.imgix.net/Zoom/9/_13167849.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,100.00,https://nordstrom.com/s/helly-hansen-h-h-warm-freeze-half-zip-top-online-exclusive/3390353?origin=keywordsearch-personalizedsort&fashioncolor=EVENING%20BLUE%20PRINT,,,'H/H® Warm - Freeze' Half Zip Top (Online Exclusive),Men,Nordstorm,H&M Man
http://nord.imgix.net/Zoom/9/_12201429.jpg?fit=fill&bg=FFF&fm=jpg&trim=color&trimcolor=FFF&trimtol=20&w=380&h=583,110.00,https://nordstrom.com/s/g-h-bass-co-larson-weejuns-penny-loafer-men/4317140?origin=keywordsearch-personalizedsort&fashioncolor=BLACK%20LEATHER,,,'Larson - Weejuns' Penny Loafer (Men),Men,Nordstorm,H&M Man
http://nord.imgix.net/Zoom/19/_11389839.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,89.50,https://nordstrom.com/s/lacoste-l1212-pique-polo/2909847?origin=keywordsearch-personalizedsort&fashioncolor=NAVY,100% cotton.,6.12,'L1212' Piqué Polo,Men,Nordstorm,Modern Classics
http://nord.imgix.net/Zoom/2/_10562942.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,895.00,https://nordstrom.com/s/boss-the-stars-glamour-trim-fit-wool-tuxedo/3120300?origin=keywordsearch-personalizedsort&fashioncolor=BLACK,100% wool with silk trim.,6.12,'The Stars/Glamour' Trim Fit Wool Tuxedo,Men,Nordstorm,Modern Classics
http://nord.imgix.net/Zoom/12/_13403772.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,095.00,https://nordstrom.com/s/ted-baker-london-josh-trim-fit-navy-shawl-lapel-tuxedo/3582138?origin=keywordsearch-personalizedsort&fashioncolor=NAVY%20BLUE,84% wool  16% mohair.,6.12,'Josh' Trim Fit Navy Shawl Lapel Tuxedo,Men,Nordstorm,Modern Classics
http://nord.imgix.net/Zoom/14/_9007334.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,98.00,https://nordstrom.com/s/bonobos-weekday-warriors-non-iron-slim-fit-cotton-chinos/3490013?origin=keywordsearch-personalizedsort&fashioncolor=FRIDAY%20LIGHT%20GREYS,100% cotton.,6.12,'Weekday Warriors' Non-Iron Slim Fit Cotton Chinos,Men,Nordstorm,Modern Classics
http://nord.imgix.net/Zoom/4/_100062344.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,220.00,https://nordstrom.com/s/topman-skinny-fit-velvet-blazer/4544781?origin=keywordsearch-personalizedsort&fashioncolor=BLACK,100% cotton,6274.5,Skinny Fit Velvet Blazer,Men,Nordstorm,Modern Classics
http://nord.imgix.net/Zoom/17/_11235037.jpg?fit=fill&bg=FFF&fm=jpg&w=380&h=583,180.00,https://nordstrom.com/s/alpha-industries-m-59-hooded-fishtail-parka/4151662?origin=keywordsearch-personalizedsort&fashioncolor=OLIVE,60% cotton  40% polyester.,6.12,'M-59' Hooded Fishtail Parka,Men,Nordstorm,Modern Classics
